Country Code,Country Name,Year,GDP (US$),Population (number),HDI
TUN,Tunisia,2010,4.6206091938E10,1.0635245E7,0.72
TUN,Tunisia,2015,4.5780128467E10,1.1179951E7,0.733
TUN,Tunisia,2019,4.1772900763E10,1.1694721E7,0.745
TUN,Tunisia,2020,4.2514151614E10,1.1818618E7,0.737
TUR,Turkiye,2010,7.76992599947E11,7.2326992E7,
TUR,Turkiye,2015,8.64316670331E11,7.8529413E7,
TUR,Turkiye,2019,7.61004425605E11,8.3429607E7,
TUR,Turkiye,2020,7.19954821683E11,8.4339067E7,
TUV,Tuvalu,2010,3.2104201E7,10521.0,0.616
TUV,Tuvalu,2015,3.681166E7,11099.0,0.643
TUV,Tuvalu,2019,5.4223149E7,11655.0,0.635
TUV,Tuvalu,2020,5.5054711E7,11792.0,0.639
TZA,Tanzania,2010,3.2014249841E10,4.4346532E7,
TZA,Tanzania,2015,4.7378599025E10,5.1482638E7,
TZA,Tanzania,2019,6.1136873692E10,5.8005461E7,
TZA,Tanzania,2020,6.2409709111E10,5.9734213E7,
UGA,Uganda,2010,2.6673441667E10,3.2428164E7,0.502
UGA,Uganda,2015,3.2387183845E10,3.8225447E7,0.517
UGA,Uganda,2019,3.5353060634E10,4.4269587E7,0.525
UGA,Uganda,2020,3.7600368181E10,4.5741E7,0.524
UKR,Ukraine,2010,1.41209864408E11,4.5870741E7,0.764
UKR,Ukraine,2015,9.1030959455E10,4.5154036E7,0.774
UKR,Ukraine,2019,1.53882982016E11,4.4386203E7,0.786
UKR,Ukraine,2020,1.56617861449E11,4.4132049E7,0.775
URY,Uruguay,2010,4.0284481652E10,3359273.0,0.787
URY,Uruguay,2015,5.3274304222E10,3412013.0,0.811
URY,Uruguay,2019,6.1231149881E10,3461731.0,0.821
URY,Uruguay,2020,5.3560755047E10,3473727.0,0.821
USA,United States,2010,1.5049E13,3.09327143E8,0.911
USA,United States,2015,1.8206E13,3.20738994E8,0.92
USA,United States,2019,2.13726E13,3.28329953E8,0.93
USA,United States,2020,2.08937E13,3.3150108E8,0.92
UZB,Uzbekistan,2010,4.9765676402E10,2.85624E7,0.673
UZB,Uzbekistan,2015,8.6196265192E10,3.12989E7,0.701
UZB,Uzbekistan,2019,5.9907674027E10,3.358035E7,0.726
UZB,Uzbekistan,2020,5.9894305353E10,3.423205E7,0.721
VCT,St. Vincent And The Grenadines,2010,7.2044788E8,108260.0,
VCT,St. Vincent And The Grenadines,2015,7.86554581E8,109135.0,
VCT,St. Vincent And The Grenadines,2019,9.10149699E8,110593.0,
VCT,St. Vincent And The Grenadines,2020,8.72134547E8,110947.0,
VEN,Venezuela,2010,3.29787628928E11,2.803101E7,
VEN,Venezuela,2015,4.82359318768E11,3.0042973E7,
VEN,Venezuela,2019,,2.8887117E7,
VEN,Venezuela,2020,,2.8515829E7,
VGB,British Virgin Islands,2010,,27796.0,
VGB,British Virgin Islands,2015,,29148.0,
VGB,British Virgin Islands,2019,,30033.0,
VGB,British Virgin Islands,2020,,30237.0,
VIR,Virgin Islands (u.S.),2010,4.324E9,108357.0,
VIR,Virgin Islands (u.S.),2015,3.663E9,107712.0,
VIR,Virgin Islands (u.S.),2019,4.117E9,106669.0,
VIR,Virgin Islands (u.S.),2020,4.204E9,106290.0,
VNM,Vietnam,2010,1.47198853579E11,8.7967655E7,
VNM,Vietnam,2015,2.39257234711E11,9.2677082E7,
VNM,Vietnam,2019,3.30391329476E11,9.6462108E7,
VNM,Vietnam,2020,3.43242570827E11,9.7338583E7,
VUT,Vanuatu,2010,6.70713208E8,236216.0,0.591
VUT,Vanuatu,2015,7.30870582E8,271128.0,0.595
VUT,Vanuatu,2019,9.36526268E8,299882.0,0.611
VUT,Vanuatu,2020,8.96827873E8,307150.0,0.608
WLD,World,2010,6.65960510138426E13,6.921854591E9,
WSM,Samoa,2010,6.63161528E8,185944.0,0.713
WSM,Samoa,2015,7.88307315E8,193510.0,0.716
WSM,Samoa,2019,8.52007105E8,197093.0,0.715
WSM,Samoa,2020,8.07147528E8,198410.0,0.712
XKX,Kosovo,2010,5.344014318E9,1775680.0,
XKX,Kosovo,2015,6.295820482E9,1788196.0,
XKX,Kosovo,2019,7.899879086E9,1788878.0,
XKX,Kosovo,2020,7.716925356E9,1790133.0,
ZAF,South Africa,2010,4.17365076968E11,5.1216967E7,0.675
ZAF,South Africa,2015,3.46709790459E11,5.5386369E7,0.716
ZAF,South Africa,2019,3.87934574098E11,5.8558267E7,0.736
ZAF,South Africa,2020,3.35442101366E11,5.930869E7,0.727
ZMB,Zambia,2010,2.0265559484E10,1.3605986E7,0.529
ZMB,Zambia,2015,2.1251216799E10,1.587937E7,0.562
ZMB,Zambia,2019,2.3308667781E10,1.7861034E7,0.575
ZMB,Zambia,2020,1.8110631358E10,1.8383956E7,0.57
ZWE,Zimbabwe,2010,1.20416552E10,1.2697728E7,0.512
ZWE,Zimbabwe,2015,1.99631206E10,1.3814642E7,0.582
ZWE,Zimbabwe,2019,1.9284289739E10,1.4645473E7,0.601
ZWE,Zimbabwe,2020,1.8051170799E10,1.4862927E7,0.6
